"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GBR","GDP","TOT","USD_CAP","A","2017",46117.225681,
"GBR","GDP","TOT","USD_CAP","A","2018",47219.464771,
"GBR","GDP","TOT","USD_CAP","A","2019",49317.743237,
"GBR","GDP","TOT","USD_CAP","A","2020",45872.178273,
"GBR","GDP","TOT","USD_CAP","A","2021",49682.164148,
"GBR","GDP","TOT","USD_CAP","A","2022",53942.431815,
"USA","GDP","TOT","USD_CAP","A","1993",26350.492927,
"USA","GDP","TOT","USD_CAP","A","1994",27660.268357,
"USA","GDP","TOT","USD_CAP","A","1995",28657.512716,
"USA","GDP","TOT","USD_CAP","A","1996",29932.157767,
"USA","GDP","TOT","USD_CAP","A","1997",31424.438925,
"USA","GDP","TOT","USD_CAP","A","1998",32817.981996,
"USA","GDP","TOT","USD_CAP","A","1999",34479.794364,
"USA","GDP","TOT","USD_CAP","A","2000",36299.662179,
"USA","GDP","TOT","USD_CAP","A","2001",37100.285739,
"USA","GDP","TOT","USD_CAP","A","2002",37954.222014,
"USA","GDP","TOT","USD_CAP","A","2003",39419.907372,
"USA","GDP","TOT","USD_CAP","A","2004",41659.662691,
"USA","GDP","TOT","USD_CAP","A","2005",44052.382996,
"USA","GDP","TOT","USD_CAP","A","2006",46234.10571,
"USA","GDP","TOT","USD_CAP","A","2007",47976.201209,
"USA","GDP","TOT","USD_CAP","A","2008",48498.445211,
"USA","GDP","TOT","USD_CAP","A","2009",47122.988543,
"USA","GDP","TOT","USD_CAP","A","2010",48570.289731,
"USA","GDP","TOT","USD_CAP","A","2011",49951.907651,
"USA","GDP","TOT","USD_CAP","A","2012",51644.991659,
"USA","GDP","TOT","USD_CAP","A","2013",53116.521969,
"USA","GDP","TOT","USD_CAP","A","2014",54914.368228,
"USA","GDP","TOT","USD_CAP","A","2015",56520.609227,
"USA","GDP","TOT","USD_CAP","A","2016",57592.691515,
"USA","GDP","TOT","USD_CAP","A","2017",59589.233923,
"USA","GDP","TOT","USD_CAP","A","2018",62449.612827,
"USA","GDP","TOT","USD_CAP","A","2019",64690.272395,
"USA","GDP","TOT","USD_CAP","A","2020",63480.861222,
"USA","GDP","TOT","USD_CAP","A","2021",70181.12175,
"USA","GDP","TOT","USD_CAP","A","2022",76359.99952,"E"
"CHL","GDP","TOT","USD_CAP","A","1993",6270.747048,"E"
"CHL","GDP","TOT","USD_CAP","A","1994",6653.874731,"E"
"CHL","GDP","TOT","USD_CAP","A","1995",7388.386052,"E"
"CHL","GDP","TOT","USD_CAP","A","1996",7970.381483,
"CHL","GDP","TOT","USD_CAP","A","1997",8589.098315,
"CHL","GDP","TOT","USD_CAP","A","1998",8927.892867,
"CHL","GDP","TOT","USD_CAP","A","1999",8909.771365,
"CHL","GDP","TOT","USD_CAP","A","2000",9440.041965,
"CHL","GDP","TOT","USD_CAP","A","2001",9845.972269,
"CHL","GDP","TOT","USD_CAP","A","2002",10205.704047,
"CHL","GDP","TOT","USD_CAP","A","2003",10779.638668,
"CHL","GDP","TOT","USD_CAP","A","2004",11682.599533,
"CHL","GDP","TOT","USD_CAP","A","2005",12600.905817,
"CHL","GDP","TOT","USD_CAP","A","2006",15589.157511,
"CHL","GDP","TOT","USD_CAP","A","2007",16771.182748,
"CHL","GDP","TOT","USD_CAP","A","2008",16449.614266,
"CHL","GDP","TOT","USD_CAP","A","2009",16028.549544,
"CHL","GDP","TOT","USD_CAP","A","2010",18041.314313,
"CHL","GDP","TOT","USD_CAP","A","2011",20235.570348,
"CHL","GDP","TOT","USD_CAP","A","2012",21458.812331,
"CHL","GDP","TOT","USD_CAP","A","2013",22295.740021,
"CHL","GDP","TOT","USD_CAP","A","2014",22650.712398,
"CHL","GDP","TOT","USD_CAP","A","2015",22563.582179,
"CHL","GDP","TOT","USD_CAP","A","2016",23384.612377,
"CHL","GDP","TOT","USD_CAP","A","2017",24479.458726,
"CHL","GDP","TOT","USD_CAP","A","2018",25496.431051,
"CHL","GDP","TOT","USD_CAP","A","2019",25509.445481,
"CHL","GDP","TOT","USD_CAP","A","2020",24738.720579,
"CHL","GDP","TOT","USD_CAP","A","2021",28070.413247,
"CHL","GDP","TOT","USD_CAP","A","2022",29866.277169,
"CHN","GDP","TOT","USD_CAP","A","1993",1446.231016,
"CHN","GDP","TOT","USD_CAP","A","1994",1651.11518,
"CHN","GDP","TOT","USD_CAP","A","1995",1850.763485,
"CHN","GDP","TOT","USD_CAP","A","1996",2050.191538,
"CHN","GDP","TOT","USD_CAP","A","1997",2255.387151,
"CHN","GDP","TOT","USD_CAP","A","1998",2437.344683,
"CHN","GDP","TOT","USD_CAP","A","1999",2639.381556,
"CHN","GDP","TOT","USD_CAP","A","2000",2906.227762,
"CHN","GDP","TOT","USD_CAP","A","2001",3197.118495,
"CHN","GDP","TOT","USD_CAP","A","2002",3520.724645,
"CHN","GDP","TOT","USD_CAP","A","2003",3926.933843,
"CHN","GDP","TOT","USD_CAP","A","2004",4414.173002,
"CHN","GDP","TOT","USD_CAP","A","2005",5041.555154,
"CHN","GDP","TOT","USD_CAP","A","2006",5827.399829,
"CHN","GDP","TOT","USD_CAP","A","2007",6801.350262,
"CHN","GDP","TOT","USD_CAP","A","2008",7562.242963,
"CHN","GDP","TOT","USD_CAP","A","2009",8285.593793,
"CHN","GDP","TOT","USD_CAP","A","2010",9232.660118,
"CHN","GDP","TOT","USD_CAP","A","2011",10261.470654,
"CHN","GDP","TOT","USD_CAP","A","2012",11127.3668,
"CHN","GDP","TOT","USD_CAP","A","2013",11837.589428,
"CHN","GDP","TOT","USD_CAP","A","2014",12438.630325,
"CHN","GDP","TOT","USD_CAP","A","2015",12865.800384,
"CHN","GDP","TOT","USD_CAP","A","2016",13439.508987,
"CHN","GDP","TOT","USD_CAP","A","2017",14203.909059,
"CHN","GDP","TOT","USD_CAP","A","2018",15466.329982,
"CHN","GDP","TOT","USD_CAP","A","2019",16624.52398,
"CHN","GDP","TOT","USD_CAP","A","2020",17176.865661,
"CHN","GDP","TOT","USD_CAP","A","2021",19429.069638,
"COL","GDP","TOT","USD_CAP","A","1993",5930.380472,"E"
"COL","GDP","TOT","USD_CAP","A","1994",6284.421448,"E"
"COL","GDP","TOT","USD_CAP","A","1995",6646.387322,"E"
"COL","GDP","TOT","USD_CAP","A","1996",6767.940573,"E"
"COL","GDP","TOT","USD_CAP","A","1997",7000.196798,"E"
"COL","GDP","TOT","USD_CAP","A","1998",7022.024884,"E"
"COL","GDP","TOT","USD_CAP","A","1999",6658.492888,"E"
"COL","GDP","TOT","USD_CAP","A","2000",6886.405819,"E"
"COL","GDP","TOT","USD_CAP","A","2001",7068.835584,"E"
"COL","GDP","TOT","USD_CAP","A","2002",7265.177903,"E"
"COL","GDP","TOT","USD_CAP","A","2003",7604.164565,"E"
"COL","GDP","TOT","USD_CAP","A","2004",8127.579576,"E"
"COL","GDP","TOT","USD_CAP","A","2005",8676.107355,
"COL","GDP","TOT","USD_CAP","A","2006",9433.241822,
"COL","GDP","TOT","USD_CAP","A","2007",10228.188007,
"COL","GDP","TOT","USD_CAP","A","2008",10651.506633,
"COL","GDP","TOT","USD_CAP","A","2009",10720.914286,
"COL","GDP","TOT","USD_CAP","A","2010",11206.221832,
"COL","GDP","TOT","USD_CAP","A","2011",12108.234854,
"COL","GDP","TOT","USD_CAP","A","2012",12530.807654,
"COL","GDP","TOT","USD_CAP","A","2013",13266.002148,
"COL","GDP","TOT","USD_CAP","A","2014",13777.241959,
"COL","GDP","TOT","USD_CAP","A","2015",13762.750912,
"COL","GDP","TOT","USD_CAP","A","2016",14514.224389,
"COL","GDP","TOT","USD_CAP","A","2017",14930.865719,
"COL","GDP","TOT","USD_CAP","A","2018",15814.696386,
"COL","GDP","TOT","USD_CAP","A","2019",16484.762795,
"COL","GDP","TOT","USD_CAP","A","2020",15614.989482,"P"
"COL","GDP","TOT","USD_CAP","A","2021",17644.507027,"P"
"COL","GDP","TOT","USD_CAP","A","2022",20841.377902,"E"
"EST","GDP","TOT","USD_CAP","A","1993",5745.760245,"E"
"EST","GDP","TOT","USD_CAP","A","1994",5906.11504,"E"
"EST","GDP","TOT","USD_CAP","A","1995",6428.705843,
"EST","GDP","TOT","USD_CAP","A","1996",6845.25294,
"EST","GDP","TOT","USD_CAP","A","1997",7942.676789,
"EST","GDP","TOT","USD_CAP","A","1998",8408.654726,
"EST","GDP","TOT","USD_CAP","A","1999",8479.421302,
"EST","GDP","TOT","USD_CAP","A","2000",9394.096157,
"EST","GDP","TOT","USD_CAP","A","2001",10282.280196,
"EST","GDP","TOT","USD_CAP","A","2002",11628.295949,
"EST","GDP","TOT","USD_CAP","A","2003",13090.446043,
"EST","GDP","TOT","USD_CAP","A","2004",14496.5298,
"EST","GDP","TOT","USD_CAP","A","2005",16584.411085,
"EST","GDP","TOT","USD_CAP","A","2006",19288.35304,
"EST","GDP","TOT","USD_CAP","A","2007",22161.320259,
"EST","GDP","TOT","USD_CAP","A","2008",22780.0071,
"EST","GDP","TOT","USD_CAP","A","2009",20459.913173,
"EST","GDP","TOT","USD_CAP","A","2010",21588.7722,
"EST","GDP","TOT","USD_CAP","A","2011",24515.48857,
"EST","GDP","TOT","USD_CAP","A","2012",25946.944889,
"EST","GDP","TOT","USD_CAP","A","2013",27418.689637,
"EST","GDP","TOT","USD_CAP","A","2014",28917.833656,
"EST","GDP","TOT","USD_CAP","A","2015",29222.748082,
"EST","GDP","TOT","USD_CAP","A","2016",31310.152103,
"EST","GDP","TOT","USD_CAP","A","2017",33867.803542,
"EST","GDP","TOT","USD_CAP","A","2018",36488.637421,
"EST","GDP","TOT","USD_CAP","A","2019",39068.367072,
"EST","GDP","TOT","USD_CAP","A","2020",39460.614767,
"EST","GDP","TOT","USD_CAP","A","2021",43505.074864,
"EST","GDP","TOT","USD_CAP","A","2022",47152.179753,
"IND","GDP","TOT","USD_CAP","A","2004",2739.533445,"E"
"IND","GDP","TOT","USD_CAP","A","2005",3000.451298,"E"
"IND","GDP","TOT","USD_CAP","A","2006",3270.577904,"E"
"IND","GDP","TOT","USD_CAP","A","2007",3595.935021,"E"
"IND","GDP","TOT","USD_CAP","A","2008",3736.5116,"E"
"IND","GDP","TOT","USD_CAP","A","2009",3986.846641,"E"
"IND","GDP","TOT","USD_CAP","A","2010",4296.234885,"E"
"IND","GDP","TOT","USD_CAP","A","2011",4605.230111,
"IND","GDP","TOT","USD_CAP","A","2012",4982.312076,
"IND","GDP","TOT","USD_CAP","A","2013",5177.871752,
"IND","GDP","TOT","USD_CAP","A","2014",5352.029977,
"IND","GDP","TOT","USD_CAP","A","2015",5580.513112,
"IND","GDP","TOT","USD_CAP","A","2016",5954.581745,
"IND","GDP","TOT","USD_CAP","A","2017",6299.036721,
"IND","GDP","TOT","USD_CAP","A","2018",6798.503231,
"IND","GDP","TOT","USD_CAP","A","2019",7103.830936,
"IND","GDP","TOT","USD_CAP","A","2020",6643.799897,
"IDN","GDP","TOT","USD_CAP","A","1993",4767.19411,"E"
"IDN","GDP","TOT","USD_CAP","A","1994",5163.947679,"E"
"IDN","GDP","TOT","USD_CAP","A","1995",5626.973464,"E"
"IDN","GDP","TOT","USD_CAP","A","1996",6092.837087,"E"
"IDN","GDP","TOT","USD_CAP","A","1997",6399.757831,"E"
"IDN","GDP","TOT","USD_CAP","A","1998",5544.770687,"E"
"IDN","GDP","TOT","USD_CAP","A","1999",5589.284689,"E"
"IDN","GDP","TOT","USD_CAP","A","2000",5346.208518,"E"
"IDN","GDP","TOT","USD_CAP","A","2001",5581.000745,"E"
"IDN","GDP","TOT","USD_CAP","A","2002",5834.329978,"E"
"IDN","GDP","TOT","USD_CAP","A","2003",6140.548539,"E"
"IDN","GDP","TOT","USD_CAP","A","2004",6523.443419,"E"
"IDN","GDP","TOT","USD_CAP","A","2005",7004.536555,"E"
"IDN","GDP","TOT","USD_CAP","A","2006",7503.813828,"E"
"IDN","GDP","TOT","USD_CAP","A","2007",8072.884738,"E"
"IDN","GDP","TOT","USD_CAP","A","2008",8591.910163,
"IDN","GDP","TOT","USD_CAP","A","2009",8733.204968,
"IDN","GDP","TOT","USD_CAP","A","2010",8624.923947,
"IDN","GDP","TOT","USD_CAP","A","2011",9213.212405,
"IDN","GDP","TOT","USD_CAP","A","2012",9833.689555,
"IDN","GDP","TOT","USD_CAP","A","2013",10188.331849,
"IDN","GDP","TOT","USD_CAP","A","2014",10398.959732,
"IDN","GDP","TOT","USD_CAP","A","2015",10359.295932,
"IDN","GDP","TOT","USD_CAP","A","2016",10618.699441,
"IDN","GDP","TOT","USD_CAP","A","2017",11073.520666,
"IDN","GDP","TOT","USD_CAP","A","2018",11798.060552,
"IDN","GDP","TOT","USD_CAP","A","2019",12481.910741,
"IDN","GDP","TOT","USD_CAP","A","2020",12224.985526,
"IDN","GDP","TOT","USD_CAP","A","2021",13083.000494,
"IDN","GDP","TOT","USD_CAP","A","2022",14395.433172,
"ISR","GDP","TOT","USD_CAP","A","1995",20497.520537,
"ISR","GDP","TOT","USD_CAP","A","1996",21555.834962,
"ISR","GDP","TOT","USD_CAP","A","1997",22187.596651,
"ISR","GDP","TOT","USD_CAP","A","1998",22796.286332,
"ISR","GDP","TOT","USD_CAP","A","1999",23274.799062,
"ISR","GDP","TOT","USD_CAP","A","2000",25627.717291,
"ISR","GDP","TOT","USD_CAP","A","2001",25670.07321,
"ISR","GDP","TOT","USD_CAP","A","2002",25962.204335,
"ISR","GDP","TOT","USD_CAP","A","2003",24559.388462,
"ISR","GDP","TOT","USD_CAP","A","2004",25951.202376,
"ISR","GDP","TOT","USD_CAP","A","2005",25510.654494,
"ISR","GDP","TOT","USD_CAP","A","2006",26207.596905,
"ISR","GDP","TOT","USD_CAP","A","2007",28025.232818,
"ISR","GDP","TOT","USD_CAP","A","2008",27833.891616,
"ISR","GDP","TOT","USD_CAP","A","2009",27916.348722,
"ISR","GDP","TOT","USD_CAP","A","2010",29309.637402,
"ISR","GDP","TOT","USD_CAP","A","2011",31172.65097,
"ISR","GDP","TOT","USD_CAP","A","2012",32336.088557,
"ISR","GDP","TOT","USD_CAP","A","2013",34755.382282,
"ISR","GDP","TOT","USD_CAP","A","2014",34755.764513,
"ISR","GDP","TOT","USD_CAP","A","2015",35877.114973,
"ISR","GDP","TOT","USD_CAP","A","2016",38220.119122,
"ISR","GDP","TOT","USD_CAP","A","2017",39464.353422,
"ISR","GDP","TOT","USD_CAP","A","2018",40247.088382,
"ISR","GDP","TOT","USD_CAP","A","2019",40950.350286,
"ISR","GDP","TOT","USD_CAP","A","2020",40222.667061,
"ISR","GDP","TOT","USD_CAP","A","2021",44052.106772,
"ISR","GDP","TOT","USD_CAP","A","2022",49507.060337,"E"
"RUS","GDP","TOT","USD_CAP","A","1995",6022.881532,"E"
"RUS","GDP","TOT","USD_CAP","A","1996",5920.496933,"E"
"RUS","GDP","TOT","USD_CAP","A","1997",6115.87234,"E"
"RUS","GDP","TOT","USD_CAP","A","1998",5863.841604,"E"
"RUS","GDP","TOT","USD_CAP","A","1999",6345.894176,"E"
"RUS","GDP","TOT","USD_CAP","A","2000",7323.44018,"E"
"RUS","GDP","TOT","USD_CAP","A","2001",7898.522928,"E"
"RUS","GDP","TOT","USD_CAP","A","2002",8623.997299,"E"
"RUS","GDP","TOT","USD_CAP","A","2003",9940.232555,"E"
"RUS","GDP","TOT","USD_CAP","A","2004",10984.496611,"E"
"RUS","GDP","TOT","USD_CAP","A","2005",12698.299229,"E"
"RUS","GDP","TOT","USD_CAP","A","2006",16017.124233,"E"
"RUS","GDP","TOT","USD_CAP","A","2007",17881.758587,"E"
"RUS","GDP","TOT","USD_CAP","A","2008",21657.589062,"E"
"RUS","GDP","TOT","USD_CAP","A","2009",20826.597968,"E"
"RUS","GDP","TOT","USD_CAP","A","2010",22008.299275,"E"
"RUS","GDP","TOT","USD_CAP","A","2011",22798.673917,
"RUS","GDP","TOT","USD_CAP","A","2012",24303.491049,
"RUS","GDP","TOT","USD_CAP","A","2013",26073.873547,
"RUS","GDP","TOT","USD_CAP","A","2014",25761.66151,
"RUS","GDP","TOT","USD_CAP","A","2015",24085.312853,
"RUS","GDP","TOT","USD_CAP","A","2016",24128.081806,
"RUS","GDP","TOT","USD_CAP","A","2017",25926.431403,
"RUS","GDP","TOT","USD_CAP","A","2018",28821.242897,
"RUS","GDP","TOT","USD_CAP","A","2019",29967.119348,
"RUS","GDP","TOT","USD_CAP","A","2020",29819.046969,"E"
"SVN","GDP","TOT","USD_CAP","A","1995",13636.336758,
"SVN","GDP","TOT","USD_CAP","A","1996",14299.484081,
"SVN","GDP","TOT","USD_CAP","A","1997",15279.904615,
"SVN","GDP","TOT","USD_CAP","A","1998",16050.561984,
"SVN","GDP","TOT","USD_CAP","A","1999",17077.485063,
"SVN","GDP","TOT","USD_CAP","A","2000",18000.439484,
"SVN","GDP","TOT","USD_CAP","A","2001",18952.865227,
"SVN","GDP","TOT","USD_CAP","A","2002",20236.432071,
"SVN","GDP","TOT","USD_CAP","A","2003",21107.674871,
"SVN","GDP","TOT","USD_CAP","A","2004",22758.123247,
"SVN","GDP","TOT","USD_CAP","A","2005",23848.602419,
"SVN","GDP","TOT","USD_CAP","A","2006",25706.215605,
"SVN","GDP","TOT","USD_CAP","A","2007",27563.4752,
"SVN","GDP","TOT","USD_CAP","A","2008",29594.665839,"B"
"SVN","GDP","TOT","USD_CAP","A","2009",27511.166476,
"SVN","GDP","TOT","USD_CAP","A","2010",27822.232624,
"SVN","GDP","TOT","USD_CAP","A","2011",28931.423641,
"SVN","GDP","TOT","USD_CAP","A","2012",29048.325999,
"SVN","GDP","TOT","USD_CAP","A","2013",29979.618841,
"SVN","GDP","TOT","USD_CAP","A","2014",30872.72888,
"SVN","GDP","TOT","USD_CAP","A","2015",31631.838376,
"SVN","GDP","TOT","USD_CAP","A","2016",33942.76789,
"SVN","GDP","TOT","USD_CAP","A","2017",36517.579273,
"SVN","GDP","TOT","USD_CAP","A","2018",39008.297051,
"SVN","GDP","TOT","USD_CAP","A","2019",42076.053931,
"SVN","GDP","TOT","USD_CAP","A","2020",40864.408685,
"SVN","GDP","TOT","USD_CAP","A","2021",43981.496806,
"SVN","GDP","TOT","USD_CAP","A","2022",50035.091671,
"ZAF","GDP","TOT","USD_CAP","A","1993",7157.091924,
"ZAF","GDP","TOT","USD_CAP","A","1994",7386.496841,
"ZAF","GDP","TOT","USD_CAP","A","1995",7616.372132,
"ZAF","GDP","TOT","USD_CAP","A","1996",7929.139096,
"ZAF","GDP","TOT","USD_CAP","A","1997",8115.57225,
"ZAF","GDP","TOT","USD_CAP","A","1998",8094.891883,
"ZAF","GDP","TOT","USD_CAP","A","1999",8258.00962,
"ZAF","GDP","TOT","USD_CAP","A","2000",8654.350648,
"ZAF","GDP","TOT","USD_CAP","A","2001",8943.900488,
"ZAF","GDP","TOT","USD_CAP","A","2002",9193.556156,
"ZAF","GDP","TOT","USD_CAP","A","2003",9539.349702,
"ZAF","GDP","TOT","USD_CAP","A","2004",10119.569785,
"ZAF","GDP","TOT","USD_CAP","A","2005",10853.502833,
"ZAF","GDP","TOT","USD_CAP","A","2006",11667.577783,
"ZAF","GDP","TOT","USD_CAP","A","2007",12463.506847,
"ZAF","GDP","TOT","USD_CAP","A","2008",12914.496832,
"ZAF","GDP","TOT","USD_CAP","A","2009",12628.696151,
"ZAF","GDP","TOT","USD_CAP","A","2010",12994.908386,
"ZAF","GDP","TOT","USD_CAP","A","2011",13503.769127,
"ZAF","GDP","TOT","USD_CAP","A","2012",13356.612371,
"ZAF","GDP","TOT","USD_CAP","A","2013",13787.93583,
"ZAF","GDP","TOT","USD_CAP","A","2014",13815.551011,
"ZAF","GDP","TOT","USD_CAP","A","2015",13941.996711,
"ZAF","GDP","TOT","USD_CAP","A","2016",14006.152389,
"ZAF","GDP","TOT","USD_CAP","A","2017",14134.028896,
"ZAF","GDP","TOT","USD_CAP","A","2018",14545.431392,
"ZAF","GDP","TOT","USD_CAP","A","2019",14654.557239,
"ZAF","GDP","TOT","USD_CAP","A","2020",13716.632593,
"ZAF","GDP","TOT","USD_CAP","A","2021",14812.842929,
"ZAF","GDP","TOT","USD_CAP","A","2022",15953.4746,
"OECD","GDP","TOT","USD_CAP","A","1993",18368.139078,"E"
"OECD","GDP","TOT","USD_CAP","A","1994",19185.266852,"E"
"OECD","GDP","TOT","USD_CAP","A","1995",19936.135529,"E"
"OECD","GDP","TOT","USD_CAP","A","1996",20816.633786,"E"
"OECD","GDP","TOT","USD_CAP","A","1997",21766.983452,"E"
"OECD","GDP","TOT","USD_CAP","A","1998",22356.094877,"E"
"OECD","GDP","TOT","USD_CAP","A","1999",23233.870164,"E"
"OECD","GDP","TOT","USD_CAP","A","2000",24663.981082,"E"
"OECD","GDP","TOT","USD_CAP","A","2001",25444.454839,"E"
"OECD","GDP","TOT","USD_CAP","A","2002",26233.262509,"E"
"OECD","GDP","TOT","USD_CAP","A","2003",27025.039939,"E"
"OECD","GDP","TOT","USD_CAP","A","2004",28468.673208,"E"
"OECD","GDP","TOT","USD_CAP","A","2005",29814.627663,
"OECD","GDP","TOT","USD_CAP","A","2006",31806.015503,
"OECD","GDP","TOT","USD_CAP","A","2007",33355.237893,
"OECD","GDP","TOT","USD_CAP","A","2008",34220.59284,"B"
"OECD","GDP","TOT","USD_CAP","A","2009",33259.33841,
"OECD","GDP","TOT","USD_CAP","A","2010",34563.116043,"B"
"OECD","GDP","TOT","USD_CAP","A","2011",35936.7129,
"OECD","GDP","TOT","USD_CAP","A","2012",36892.416735,
"OECD","GDP","TOT","USD_CAP","A","2013",38231.427559,
"OECD","GDP","TOT","USD_CAP","A","2014",39331.898364,
"OECD","GDP","TOT","USD_CAP","A","2015",40455.828056,
"OECD","GDP","TOT","USD_CAP","A","2016",41919.713698,
"OECD","GDP","TOT","USD_CAP","A","2017",43516.030052,
"OECD","GDP","TOT","USD_CAP","A","2018",45197.269954,
"OECD","GDP","TOT","USD_CAP","A","2019",46666.653121,"P"
"OECD","GDP","TOT","USD_CAP","A","2020",45372.625483,"P"
"OECD","GDP","TOT","USD_CAP","A","2021",49075.657337,"E"
"OECD","GDP","TOT","USD_CAP","A","2022",53957.290939,"E"
"OECDE","GDP","TOT","USD_CAP","A","1995",18257.192955,"E"
"OECDE","GDP","TOT","USD_CAP","A","1996",18988.570468,"E"
"OECDE","GDP","TOT","USD_CAP","A","1997",19834.998945,"E"
"OECDE","GDP","TOT","USD_CAP","A","1998",20308.169475,
"OECDE","GDP","TOT","USD_CAP","A","1999",21012.932785,
"OECDE","GDP","TOT","USD_CAP","A","2000",22443.548038,
"OECDE","GDP","TOT","USD_CAP","A","2001",23389.682962,
"OECDE","GDP","TOT","USD_CAP","A","2002",24289.818666,
"OECDE","GDP","TOT","USD_CAP","A","2003",24838.917365,
"OECDE","GDP","TOT","USD_CAP","A","2004",26084.033791,
"OECDE","GDP","TOT","USD_CAP","A","2005",27041.590886,
"OECDE","GDP","TOT","USD_CAP","A","2006",29331.099907,
"OECDE","GDP","TOT","USD_CAP","A","2007",31037.103857,
"OECDE","GDP","TOT","USD_CAP","A","2008",32398.287571,"B"
"OECDE","GDP","TOT","USD_CAP","A","2009",31498.866776,
"OECDE","GDP","TOT","USD_CAP","A","2010",32721.48151,"B"
"OECDE","GDP","TOT","USD_CAP","A","2011",34275.899124,
"OECDE","GDP","TOT","USD_CAP","A","2012",34899.657388,
"OECDE","GDP","TOT","USD_CAP","A","2013",36251.327751,
"OECDE","GDP","TOT","USD_CAP","A","2014",37403.358023,
"OECDE","GDP","TOT","USD_CAP","A","2015",38604.564481,
"OECDE","GDP","TOT","USD_CAP","A","2016",40595.385286,
"OECDE","GDP","TOT","USD_CAP","A","2017",42560.824134,
"OECDE","GDP","TOT","USD_CAP","A","2018",44174.059213,
"OECDE","GDP","TOT","USD_CAP","A","2019",46347.879346,"P"
"OECDE","GDP","TOT","USD_CAP","A","2020",44627.183355,"P"
"OECDE","GDP","TOT","USD_CAP","A","2021",47955.045643,"P"
"OECDE","GDP","TOT","USD_CAP","A","2022",53519.520673,"E"
"LVA","GDP","TOT","USD_CAP","A","1995",5517.94357,
"LVA","GDP","TOT","USD_CAP","A","1996",5809.057191,
"LVA","GDP","TOT","USD_CAP","A","1997",6487.593048,
"LVA","GDP","TOT","USD_CAP","A","1998",7068.534438,
"LVA","GDP","TOT","USD_CAP","A","1999",7405.779063,
"LVA","GDP","TOT","USD_CAP","A","2000",8040.372357,
"LVA","GDP","TOT","USD_CAP","A","2001",9043.901208,
"LVA","GDP","TOT","USD_CAP","A","2002",10080.307516,
"LVA","GDP","TOT","USD_CAP","A","2003",11060.839006,
"LVA","GDP","TOT","USD_CAP","A","2004",12279.38528,
"LVA","GDP","TOT","USD_CAP","A","2005",13914.155078,
"LVA","GDP","TOT","USD_CAP","A","2006",15854.812284,
"LVA","GDP","TOT","USD_CAP","A","2007",18232.817901,
"LVA","GDP","TOT","USD_CAP","A","2008",19569.526703,
"LVA","GDP","TOT","USD_CAP","A","2009",17022.09047,
"LVA","GDP","TOT","USD_CAP","A","2010",17709.026549,
"LVA","GDP","TOT","USD_CAP","A","2011",19256.795329,
"LVA","GDP","TOT","USD_CAP","A","2012",21297.472621,
"LVA","GDP","TOT","USD_CAP","A","2013",22637.197448,
"LVA","GDP","TOT","USD_CAP","A","2014",23810.218371,
"LVA","GDP","TOT","USD_CAP","A","2015",24975.479748,
"LVA","GDP","TOT","USD_CAP","A","2016",26724.459825,
"LVA","GDP","TOT","USD_CAP","A","2017",28689.617469,
"LVA","GDP","TOT","USD_CAP","A","2018",30891.884185,
"LVA","GDP","TOT","USD_CAP","A","2019",32938.736912,
"LVA","GDP","TOT","USD_CAP","A","2020",33011.406797,
"LVA","GDP","TOT","USD_CAP","A","2021",35045.921582,
"LVA","GDP","TOT","USD_CAP","A","2022",39895.880027,
"BRA","GDP","TOT","USD_CAP","A","2000",9103.860765,
"BRA","GDP","TOT","USD_CAP","A","2001",9307.499829,
"BRA","GDP","TOT","USD_CAP","A","2002",9616.185608,
"BRA","GDP","TOT","USD_CAP","A","2003",9796.59828,
"BRA","GDP","TOT","USD_CAP","A","2004",10513.531299,
"BRA","GDP","TOT","USD_CAP","A","2005",11061.81988,
"BRA","GDP","TOT","USD_CAP","A","2006",11723.717658,
"BRA","GDP","TOT","USD_CAP","A","2007",12637.85789,
"BRA","GDP","TOT","USD_CAP","A","2008",13396.637385,
"BRA","GDP","TOT","USD_CAP","A","2009",13328.037139,
"BRA","GDP","TOT","USD_CAP","A","2010",14361.511307,
"BRA","GDP","TOT","USD_CAP","A","2011",15109.737403,
"BRA","GDP","TOT","USD_CAP","A","2012",15120.063649,
"BRA","GDP","TOT","USD_CAP","A","2013",15669.140139,
"BRA","GDP","TOT","USD_CAP","A","2014",15800.088894,
"BRA","GDP","TOT","USD_CAP","A","2015",14816.290598,
"BRA","GDP","TOT","USD_CAP","A","2016",14326.10209,
"BRA","GDP","TOT","USD_CAP","A","2017",14596.889676,
"BRA","GDP","TOT","USD_CAP","A","2018",15088.873591,
"BRA","GDP","TOT","USD_CAP","A","2019",15424.038754,
"BRA","GDP","TOT","USD_CAP","A","2020",15173.607426,
"LTU","GDP","TOT","USD_CAP","A","1995",5930.846377,
"LTU","GDP","TOT","USD_CAP","A","1996",6385.733912,
"LTU","GDP","TOT","USD_CAP","A","1997",7069.558669,
"LTU","GDP","TOT","USD_CAP","A","1998",7762.979223,
"LTU","GDP","TOT","USD_CAP","A","1999",7820.787732,
"LTU","GDP","TOT","USD_CAP","A","2000",8447.107442,
"LTU","GDP","TOT","USD_CAP","A","2001",9437.521231,
"LTU","GDP","TOT","USD_CAP","A","2002",10480.705313,
